,date_time,favorite_count,retweet_count,tweet_id,user_count,timestamp,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,First_Prediction,Confidence_%_of_1st_Prediction,True_or_False,Second_Prediction,Confidence_%_of_2nd_Prediction,True_or_False,Third_Prediction,Confidence_%_of_3rd_Prediction,True_or_False,date,time
0,2017-08-01 16:23:56,39467,8853,892420643555336193,3200889,2017-08-01 16:23:56,13,10,Phineas,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,orange,0.0970486,False,bagel,0.08585110000000001,False,banana,0.07611,False,08-01-2017,16:23
1,2017-08-01 00:17:27,33819,6514,892177421306343426,3200889,2017-08-01 00:17:27,13,10,Tilly,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,08-01-2017,00:17
2,2017-07-31 00:18:03,25461,4328,891815181378084864,3200889,2017-07-31 00:18:03,12,10,Archie,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,07-31-2017,00:18
3,2017-07-30 15:58:51,42908,8964,891689557279858688,3200889,2017-07-30 15:58:51,13,10,Darla,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,paper_towel,0.17027799999999998,False,Labrador_retriever,0.168086,True,spatula,0.0408359,False,07-30-2017,15:58
4,2017-07-29 16:00:24,41048,9774,891327558926688256,3200889,2017-07-29 16:00:24,12,10,Franklin,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,True,English_springer,0.22577,True,German_short-haired_pointer,0.175219,True,07-29-2017,16:00
5,2017-07-29 00:08:17,20562,3261,891087950875897856,3200889,2017-07-29 00:08:17,13,10, ,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.07690219999999999,False,07-29-2017,00:08
6,2017-07-28 16:27:12,12041,2158,890971913173991426,3200889,2017-07-28 16:27:12,13,10,Jax,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.34170300000000003,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,07-28-2017,16:27
7,2017-07-28 00:22:40,56848,16716,890729181411237888,3200889,2017-07-28 00:22:40,13,10, ,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,Pembroke,0.0765069,True,07-28-2017,00:22
8,2017-07-27 16:25:51,28226,4429,890609185150312448,3200889,2017-07-27 16:25:51,13,10,Zoey,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,07-27-2017,16:25
9,2017-07-26 15:59:51,32467,7711,890240255349198849,3200889,2017-07-26 15:59:51,14,10,Cassie,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,07-26-2017,15:59
10,2017-07-26 00:31:25,31166,7624,890006608113172480,3200889,2017-07-26 00:31:25,13,10,Koda,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,07-26-2017,00:31
11,2017-07-25 16:11:53,28268,5156,889880896479866881,3200889,2017-07-25 16:11:53,13,10,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,07-25-2017,16:11
12,2017-07-25 01:55:32,38818,8538,889665388333682689,3200889,2017-07-25 01:55:32,13,10, ,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,07-25-2017,01:55
13,2017-07-25 00:10:02,27672,4735,889638837579907072,3200889,2017-07-25 00:10:02,12,10,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,07-25-2017,00:10
14,2017-07-24 17:02:04,15359,2321,889531135344209921,3200889,2017-07-24 17:02:04,13,10,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,07-24-2017,17:02
15,2017-07-24 00:19:32,25652,5637,889278841981685760,3200889,2017-07-24 00:19:32,13,10,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,07-24-2017,00:19
16,2017-07-23 00:22:39,29611,4709,888917238123831296,3200889,2017-07-23 00:22:39,12,10,Jim,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,07-23-2017,00:22
17,2017-07-22 16:56:37,26080,4559,888804989199671297,3200889,2017-07-22 16:56:37,13,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,07-22-2017,16:56
18,2017-07-22 00:23:06,20290,3732,888554962724278272,3200889,2017-07-22 00:23:06,13,10,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,07-22-2017,00:23
19,2017-07-20 16:49:33,22201,3653,888078434458587136,3200889,2017-07-20 16:49:33,12,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,07-20-2017,16:49
20,2017-07-19 16:06:48,30779,5609,887705289381826560,3200890,2017-07-19 16:06:48,13,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,07-19-2017,16:06
21,2017-07-19 03:39:09,46959,12082,887517139158093824,3200890,2017-07-19 03:39:09,14,10, ,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,07-19-2017,03:39
22,2017-07-19 00:47:34,69871,18781,887473957103951883,3200890,2017-07-19 00:47:34,13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,07-19-2017,00:47
23,2017-07-18 16:08:03,34222,10737,887343217045368832,3200890,2017-07-18 16:08:03,13,10, ,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,07-18-2017,16:08
24,2017-07-18 00:07:08,31061,6167,887101392804085760,3200890,2017-07-18 00:07:08,12,10, ,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,07-18-2017,00:07
25,2017-07-17 16:17:36,35859,8084,886983233522544640,3200890,2017-07-17 16:17:36,13,10,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,07-17-2017,16:17
26,2017-07-16 23:58:41,12306,3443,886736880519319552,3200890,2017-07-16 23:58:41,13,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,07-16-2017,23:58
27,2017-07-16 20:14:00,22798,4610,886680336477933568,3200890,2017-07-16 20:14:00,13,10,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,07-16-2017,20:14
28,2017-07-15 23:25:31,21524,3316,886366144734445568,3200890,2017-07-15 23:25:31,12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,07-15-2017,23:25
29,2017-07-15 16:17:19,28469,6523,886258384151887873,3200890,2017-07-15 16:17:19,13,10,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,07-15-2017,16:17
30,2017-07-14 22:10:11,33382,7097,885984800019947520,3200890,2017-07-14 22:10:11,12,10,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,07-14-2017,22:10
31,2017-07-13 15:58:47,36689,6683,885528943205470208,3200890,2017-07-13 15:58:47,13,10,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,07-13-2017,15:58
32,2017-07-13 01:35:06,0,19297,885311592912609280,3200890,2017-07-13 01:35:06,13,10,Lilly,,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,07-13-2017,01:35
33,2017-07-12 16:03:00,22367,4556,885167619883638784,3200890,2017-07-12 16:03:00,13,10, ,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,07-12-2017,16:03
